Country Name,Country Code,Indicator Name,Indicator Code,2014
Kyrgyz Republic,KGZ,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.28264258
Kyrgyz Republic,KGZ,Value-added from Capital in GTAP10P3COD,gtap10VACapital,2778.250558
Kyrgyz Republic,KGZ,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,2701.465584
Kyrgyz Republic,KGZ,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,97.43989286
Kyrgyz Republic,KGZ,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,92.73844166
Lao PDR,LAO,Annual wage for skilled female workers (US$ Dollars),w_F_skl,356818.836
Lao PDR,LAO,Annual wage for skilled male workers (US$ Dollars),w_M_skl,346460.5198
Lao PDR,LAO,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,205236.8579
Lao PDR,LAO,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,221287.7929
Lao PDR,LAO,Labor volume for skilled females (millions),v_F_skl,321772.2515
Lao PDR,LAO,Labor volume for skilled males (millions),v_M_skl,518820.7436
Lao PDR,LAO,Labor volume for unskilled females (millions),v_F_nsk,336159.3294
Lao PDR,LAO,Labor volume for unskilled male (millions),v_M_nsk,2207979.676
Lao PDR,LAO,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.367596272
Lao PDR,LAO,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.028320229
Lao PDR,LAO,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.33627783
Lao PDR,LAO,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.26780567
Lao PDR,LAO,Value-added from Capital in GTAP10P3COD,gtap10VACapital,4185.211762
Lao PDR,LAO,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,4149.385902
Lao PDR,LAO,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,113.7834354
Lao PDR,LAO,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,102.3465006
Latvia,LVA,Annual wage for skilled female workers (US$ Dollars),w_F_skl,817358.1448
Latvia,LVA,Annual wage for skilled male workers (US$ Dollars),w_M_skl,1091847.86
Latvia,LVA,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,547355.9563
Latvia,LVA,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,759889.7901
Latvia,LVA,Labor volume for skilled females (millions),v_F_skl,166947.8476
Latvia,LVA,Labor volume for skilled males (millions),v_M_skl,246583.2043
Latvia,LVA,Labor volume for unskilled females (millions),v_F_nsk,89558.5445
Latvia,LVA,Labor volume for unskilled male (millions),v_M_nsk,504236.4036
Latvia,LVA,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.241672846
Latvia,LVA,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,5.996993561
Latvia,LVA,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.54136046
Latvia,LVA,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.21997313
Latvia,LVA,Value-added from Capital in GTAP10P3COD,gtap10VACapital,17602.21541
Latvia,LVA,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,5524.636803
Latvia,LVA,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,97.43989286
Latvia,LVA,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,92.73844166
Lithuania,LTU,Annual wage for skilled female workers (US$ Dollars),w_F_skl,1018875.052
Lithuania,LTU,Annual wage for skilled male workers (US$ Dollars),w_M_skl,1324958.222
Lithuania,LTU,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,680707.9046
Lithuania,LTU,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,928103.8731
Lithuania,LTU,Labor volume for skilled females (millions),v_F_skl,226269.6949
Lithuania,LTU,Labor volume for skilled males (millions),v_M_skl,345007.4782
Lithuania,LTU,Labor volume for unskilled females (millions),v_F_nsk,153466.3247
Lithuania,LTU,Labor volume for unskilled male (millions),v_M_nsk,756636.5022
Lithuania,LTU,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.235447903
Lithuania,LTU,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,5.996040035
Lithuania,LTU,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.55262096
Lithuania,LTU,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.2158911
Lithuania,LTU,Value-added from Capital in GTAP10P3COD,gtap10VACapital,28421.15596
Lithuania,LTU,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,8841.314384
Lithuania,LTU,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,97.43989286
Lithuania,LTU,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,92.73844166
Luxembourg,LUX,Annual wage for skilled female workers (US$ Dollars),w_F_skl,3653522.181
Luxembourg,LUX,Annual wage for skilled male workers (US$ Dollars),w_M_skl,4798656.463
Luxembourg,LUX,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,2444113.512
Luxembourg,LUX,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,3355895.081
Luxembourg,LUX,Labor volume for skilled females (millions),v_F_skl,49605.55634
Luxembourg,LUX,Labor volume for skilled males (millions),v_M_skl,72679.08141
Luxembourg,LUX,Labor volume for unskilled females (millions),v_F_nsk,22428.41983
Luxembourg,LUX,Labor volume for unskilled male (millions),v_M_nsk,129087.9424
Luxembourg,LUX,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.276842697
Luxembourg,LUX,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.014122513
Luxembourg,LUX,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.44411648
Luxembourg,LUX,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.26491831
Luxembourg,LUX,Value-added from Capital in GTAP10P3COD,gtap10VACapital,32064.52323
Luxembourg,LUX,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,18441.45323
Luxembourg,LUX,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,97.43989286
Luxembourg,LUX,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,92.73844166
Madagascar,MDG,Annual wage for skilled female workers (US$ Dollars),w_F_skl,59975.15928
Madagascar,MDG,Annual wage for skilled male workers (US$ Dollars),w_M_skl,74051.73975
Madagascar,MDG,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,32836.53922
Madagascar,MDG,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,49585.68258
Madagascar,MDG,Labor volume for skilled females (millions),v_F_skl,832427.9371
Madagascar,MDG,Labor volume for skilled males (millions),v_M_skl,1765450.371
Madagascar,MDG,Labor volume for unskilled females (millions),v_F_nsk,2910769.067
Madagascar,MDG,Labor volume for unskilled male (millions),v_M_nsk,6422632.626
Madagascar,MDG,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,5.888286202
Madagascar,MDG,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,14.54902901
Madagascar,MDG,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,14.46407461
Madagascar,MDG,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,30.09861017
Madagascar,MDG,Value-added from Capital in GTAP10P3COD,gtap10VACapital,4015.679687
Madagascar,MDG,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,5576.633914
Madagascar,MDG,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,117.6519488
Madagascar,MDG,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,94.71420238
Malawi,MWI,Annual wage for skilled female workers (US$ Dollars),w_F_skl,70652.26347
Malawi,MWI,Annual wage for skilled male workers (US$ Dollars),w_M_skl,67889.58464
Malawi,MWI,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,39408.35279
Malawi,MWI,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,43324.79206
Malawi,MWI,Labor volume for skilled females (millions),v_F_skl,995712.0443
Malawi,MWI,Labor volume for skilled males (millions),v_M_skl,1593237.4
Malawi,MWI,Labor volume for unskilled females (millions),v_F_nsk,657591.1841
Malawi,MWI,Labor volume for unskilled male (millions),v_M_nsk,4021664.371
Malawi,MWI,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.3891603
Malawi,MWI,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.070358789
Malawi,MWI,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.41684677
Malawi,MWI,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.12363414
Malawi,MWI,Value-added from Capital in GTAP10P3COD,gtap10VACapital,2044.161704
Malawi,MWI,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,2969.525439
Malawi,MWI,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,116.9544971
Malawi,MWI,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,102.2939873
Malaysia,MYS,Annual wage for skilled female workers (US$ Dollars),w_F_skl,770690.4004
Malaysia,MYS,Annual wage for skilled male workers (US$ Dollars),w_M_skl,763306.7523
Malaysia,MYS,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,434341.8552
Malaysia,MYS,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,475214.7462
Malaysia,MYS,Labor volume for skilled females (millions),v_F_skl,1677043.384
Malaysia,MYS,Labor volume for skilled males (millions),v_M_skl,3218732.498
Malaysia,MYS,Labor volume for unskilled females (millions),v_F_nsk,1341710.055
Malaysia,MYS,Labor volume for unskilled male (millions),v_M_nsk,8202374.062
Malaysia,MYS,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.30633643
Malaysia,MYS,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.025048746
Malaysia,MYS,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.40560498
Malaysia,MYS,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.26300984
Malaysia,MYS,Value-added from Capital in GTAP10P3COD,gtap10VACapital,159671.7795
Malaysia,MYS,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,131414.1328
Malaysia,MYS,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,113.7834354
Malaysia,MYS,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,102.3465006
Malta,MLT,Annual wage for skilled female workers (US$ Dollars),w_F_skl,1744254.681
Malta,MLT,Annual wage for skilled male workers (US$ Dollars),w_M_skl,2068355.975
Malta,MLT,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,1093370.492
Malta,MLT,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,1636024.2
Malta,MLT,Labor volume for skilled females (millions),v_F_skl,43801.30888
Malta,MLT,Labor volume for skilled males (millions),v_M_skl,54643.44749
Malta,MLT,Labor volume for unskilled females (millions),v_F_nsk,18115.81897
Malta,MLT,Labor volume for unskilled male (millions),v_M_nsk,82932.42467
Malta,MLT,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.286603078
Malta,MLT,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.013205184
Malta,MLT,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.44527063
Malta,MLT,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.25492111
Malta,MLT,Value-added from Capital in GTAP10P3COD,gtap10VACapital,4900.466527
Malta,MLT,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,2907.640819
Malta,MLT,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,103.8439515
Malta,MLT,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,81.95222945
Mauritius,MUS,Annual wage for skilled female workers (US$ Dollars),w_F_skl,375335.3335
Mauritius,MUS,Annual wage for skilled male workers (US$ Dollars),w_M_skl,423122.8223
Mauritius,MUS,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,191334.8814
Mauritius,MUS,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,273993.1149
Mauritius,MUS,Labor volume for skilled females (millions),v_F_skl,148737.4801
Mauritius,MUS,Labor volume for skilled males (millions),v_M_skl,214152.4593
Mauritius,MUS,Labor volume for unskilled females (millions),v_F_nsk,78700.11892
Mauritius,MUS,Labor volume for unskilled male (millions),v_M_nsk,154340.9416
Mauritius,MUS,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,10.97614411
Mauritius,MUS,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,10.72492311
Mauritius,MUS,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,19.76546483
Mauritius,MUS,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,23.53346795
Mauritius,MUS,Value-added from Capital in GTAP10P3COD,gtap10VACapital,4886.646102
Mauritius,MUS,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,5805.470238
Mauritius,MUS,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,131.2021036
Mauritius,MUS,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,101.3913897
Mexico,MEX,Annual wage for skilled female workers (US$ Dollars),w_F_skl,422783.0756
Mexico,MEX,Annual wage for skilled male workers (US$ Dollars),w_M_skl,564371.1655
Mexico,MEX,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,223544.0198
Mexico,MEX,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,330202.5508
Mexico,MEX,Labor volume for skilled females (millions),v_F_skl,5447392.589
Mexico,MEX,Labor volume for skilled males (millions),v_M_skl,6647423.58
Mexico,MEX,Labor volume for unskilled females (millions),v_F_nsk,11397094.28
Mexico,MEX,Labor volume for unskilled male (millions),v_M_nsk,31331550.55
Mexico,MEX,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,3.880298638
Mexico,MEX,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,12.99150109
Mexico,MEX,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,6.825043653
Mexico,MEX,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,41.30315662
Mexico,MEX,Value-added from Capital in GTAP10P3COD,gtap10VACapital,720050.2437
Mexico,MEX,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,372987.7396
Mexico,MEX,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,131.8404302
Mexico,MEX,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,110.441223
Mongolia,MNG,Annual wage for skilled female workers (US$ Dollars),w_F_skl,160664.1839
Mongolia,MNG,Annual wage for skilled male workers (US$ Dollars),w_M_skl,138435.0906
Mongolia,MNG,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,85886.62396
Mongolia,MNG,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,91894.65598
Mongolia,MNG,Labor volume for skilled females (millions),v_F_skl,457826.3975
Mongolia,MNG,Labor volume for skilled males (millions),v_M_skl,718306.1801
Mongolia,MNG,Labor volume for unskilled females (millions),v_F_nsk,23700.81695
Mongolia,MNG,Labor volume for unskilled male (millions),v_M_nsk,62492.60549
Mongolia,MNG,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,25.35283232
Mongolia,MNG,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,0.705971301
Mongolia,MNG,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,36.5377232
Mongolia,MNG,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,2.403473174
Mongolia,MNG,Value-added from Capital in GTAP10P3COD,gtap10VACapital,5870.421696
Mongolia,MNG,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,2649.009994
Mongolia,MNG,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,121.3577857
Mongolia,MNG,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,98.25094419
Morocco,MAR,Annual wage for skilled female workers (US$ Dollars),w_F_skl,196242.307
Morocco,MAR,Annual wage for skilled male workers (US$ Dollars),w_M_skl,236012.8198
Morocco,MAR,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,122942.1089
Morocco,MAR,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,186080.5934
Morocco,MAR,Labor volume for skilled females (millions),v_F_skl,1610351.735
Morocco,MAR,Labor volume for skilled males (millions),v_M_skl,2538015.583
Morocco,MAR,Labor volume for unskilled females (millions),v_F_nsk,1085459.668
Morocco,MAR,Labor volume for unskilled male (millions),v_M_nsk,6654741.014
Morocco,MAR,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.360921282
Morocco,MAR,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.040501944
Morocco,MAR,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.29366482
Morocco,MAR,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.30491195
Morocco,MAR,Value-added from Capital in GTAP10P3COD,gtap10VACapital,37871.77018
Morocco,MAR,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,60165.11975
Morocco,MAR,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,103.8439515
Morocco,MAR,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,81.95222945
Mozambique,MOZ,Annual wage for skilled female workers (US$ Dollars),w_F_skl,79947.06112
Mozambique,MOZ,Annual wage for skilled male workers (US$ Dollars),w_M_skl,78560.44519
Mozambique,MOZ,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,44345.33393
Mozambique,MOZ,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,49635.50399
Mozambique,MOZ,Labor volume for skilled females (millions),v_F_skl,1359665.88
Mozambique,MOZ,Labor volume for skilled males (millions),v_M_skl,2269753.429
Mozambique,MOZ,Labor volume for unskilled females (millions),v_F_nsk,1116056.974
Mozambique,MOZ,Labor volume for unskilled male (millions),v_M_nsk,7096978.717
Mozambique,MOZ,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.34653546
Mozambique,MOZ,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.035057623
Mozambique,MOZ,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.34078081
Mozambique,MOZ,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.27762611
Mozambique,MOZ,Value-added from Capital in GTAP10P3COD,gtap10VACapital,5580.429833
Mozambique,MOZ,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,9021.142936
Mozambique,MOZ,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,116.9544971
Mozambique,MOZ,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,102.2939873
Namibia,NAM,Annual wage for skilled female workers (US$ Dollars),w_F_skl,646718.5107
Namibia,NAM,Annual wage for skilled male workers (US$ Dollars),w_M_skl,1276542.21
Namibia,NAM,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,491393.0234
Namibia,NAM,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,624423.0161
Namibia,NAM,Labor volume for skilled females (millions),v_F_skl,119289.4573
Namibia,NAM,Labor volume for skilled males (millions),v_M_skl,116895.0372
Namibia,NAM,Labor volume for unskilled females (millions),v_F_nsk,299476.8003
Namibia,NAM,Labor volume for unskilled male (millions),v_M_nsk,371063.7052
Namibia,NAM,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,7.126936073
Namibia,NAM,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,16.67448273
Namibia,NAM,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,11.25774097
Namibia,NAM,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,29.94084022
Namibia,NAM,Value-added from Capital in GTAP10P3COD,gtap10VACapital,5999.365886
Namibia,NAM,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,4538.846917
Namibia,NAM,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,84.11438454
Namibia,NAM,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,131.6168919
Nepal,NPL,Annual wage for skilled female workers (US$ Dollars),w_F_skl,167223.1038
Nepal,NPL,Annual wage for skilled male workers (US$ Dollars),w_M_skl,129104.6495
Nepal,NPL,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,94298.67261
Nepal,NPL,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,109651.8054
Nepal,NPL,Labor volume for skilled females (millions),v_F_skl,1223239.435
Nepal,NPL,Labor volume for skilled males (millions),v_M_skl,3345542.642
Nepal,NPL,Labor volume for unskilled females (millions),v_F_nsk,4938359.165
Nepal,NPL,Labor volume for unskilled male (millions),v_M_nsk,6179270.758
Nepal,NPL,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,4.848827093
Nepal,NPL,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,16.23540664
Nepal,NPL,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,14.58660217
Nepal,NPL,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,29.3291641
Nepal,NPL,Value-added from Capital in GTAP10P3COD,gtap10VACapital,6943.449682
Nepal,NPL,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,7036.017825
Nepal,NPL,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,115.4080054
Nepal,NPL,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,76.1655958
Netherlands,NLD,Annual wage for skilled female workers (US$ Dollars),w_F_skl,253556.5232
Netherlands,NLD,Annual wage for skilled male workers (US$ Dollars),w_M_skl,339553.2427
Netherlands,NLD,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,169705.8524
Netherlands,NLD,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,237139.5729
Netherlands,NLD,Labor volume for skilled females (millions),v_F_skl,1559313.953
Netherlands,NLD,Labor volume for skilled males (millions),v_M_skl,2369795.816
Netherlands,NLD,Labor volume for unskilled females (millions),v_F_nsk,773042.0777
Netherlands,NLD,Labor volume for unskilled male (millions),v_M_nsk,4266661.153
Netherlands,NLD,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.230597492
Netherlands,NLD,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,5.993142515
Netherlands,NLD,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.56180566
Netherlands,NLD,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.21445433
Netherlands,NLD,Value-added from Capital in GTAP10P3COD,gtap10VACapital,466510.5498
Netherlands,NLD,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,151243.0573
Netherlands,NLD,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,97.43989286
Netherlands,NLD,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,92.73844166
New Zealand,NZL,Annual wage for skilled female workers (US$ Dollars),w_F_skl,4830405.446
New Zealand,NZL,Annual wage for skilled male workers (US$ Dollars),w_M_skl,4741792.358
New Zealand,NZL,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,2740915.801
New Zealand,NZL,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,2978889.988
New Zealand,NZL,Labor volume for skilled females (millions),v_F_skl,400759.2014
New Zealand,NZL,Labor volume for skilled males (millions),v_M_skl,600869.7002
New Zealand,NZL,Labor volume for unskilled females (millions),v_F_nsk,232129.5756
New Zealand,NZL,Labor volume for unskilled male (millions),v_M_nsk,1231114.523
New Zealand,NZL,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.336406126
New Zealand,NZL,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.034349949
New Zealand,NZL,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.34208287
New Zealand,NZL,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.28716105
New Zealand,NZL,Value-added from Capital in GTAP10P3COD,gtap10VACapital,81324.92602
New Zealand,NZL,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,87973.80443
New Zealand,NZL,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,113.7834354
New Zealand,NZL,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,102.3465006
Nicaragua,NIC,Annual wage for skilled female workers (US$ Dollars),w_F_skl,439137.6634
Nicaragua,NIC,Annual wage for skilled male workers (US$ Dollars),w_M_skl,541425.0686
Nicaragua,NIC,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,271966.6369
Nicaragua,NIC,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,388518.6869
Nicaragua,NIC,Labor volume for skilled females (millions),v_F_skl,511971.0198
Nicaragua,NIC,Labor volume for skilled males (millions),v_M_skl,545534.0579
Nicaragua,NIC,Labor volume for unskilled females (millions),v_F_nsk,364392.417
Nicaragua,NIC,Labor volume for unskilled male (millions),v_M_nsk,1334972.505
Nicaragua,NIC,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,10.43537366
Nicaragua,NIC,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,8.164652671
Nicaragua,NIC,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,18.64863049
Nicaragua,NIC,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,27.75134319
Nicaragua,NIC,Value-added from Capital in GTAP10P3COD,gtap10VACapital,4062.019304
Nicaragua,NIC,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,5413.997142
Nicaragua,NIC,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,106.8035503
Nicaragua,NIC,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,87.18451793
Nigeria,NGA,Annual wage for skilled female workers (US$ Dollars),w_F_skl,333999.8015
Nigeria,NGA,Annual wage for skilled male workers (US$ Dollars),w_M_skl,273077.8698
Nigeria,NGA,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,197090.9007
Nigeria,NGA,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,229644.0488
Nigeria,NGA,Labor volume for skilled females (millions),v_F_skl,4428613.31
Nigeria,NGA,Labor volume for skilled males (millions),v_M_skl,13013343.86
Nigeria,NGA,Labor volume for unskilled females (millions),v_F_nsk,9615377.519
Nigeria,NGA,Labor volume for unskilled male (millions),v_M_nsk,27207302.31
Nigeria,NGA,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.331093788
Nigeria,NGA,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,7.853202446
Nigeria,NGA,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,20.54302523
